"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i
20161021:1756,0,0,9.27,2.63,0,,,20161022:0156,0
20161021:1856,0,0,8.2,2.14,0,,,20161022:0256,0
20161021:1956,0,0,7.49,2.11,0,,,20161022:0356,0
20161021:2056,0,0,6.78,2.07,0,,,20161022:0456,0
20161021:2156,0,0,6.08,2.04,0,,,20161022:0556,0
20161021:2256,0,0,5.66,2,0,,,20161022:0656,0.57
20161021:2356,0,0,5.23,1.95,0,,,20161022:0756,96.43
20161022:0056,0,0,4.81,1.9,0,,,20161022:0856,95.42
20161022:0156,0,0,4.91,2.06,0,,,20161022:0956,138.04
20161022:0256,0,0,5.01,2.21,0,,,20161022:1056,249.94
20161022:0356,0,0,5.11,2.36,0,,,20161022:1156,233.01
20161022:0456,0,0,4.89,2.41,0,,,20161022:1256,141.39
20161022:0556,0,0,4.66,2.46,0,,,20161022:1356,124.92
20161022:0656,0.57,1.37,4.43,2.51,0,,,20161022:1456,109.54
20161022:0756,96.43,9.7,5.33,3.02,0,,,20161022:1556,56.65
20161022:0856,95.42,16.95,6.23,3.52,0,,,20161022:1656,0
20161022:0956,138.04,22.61,7.13,4.03,0,,,20161022:1756,0
20161022:1056,249.94,26.17,8.36,4.16,0,,,20161022:1856,0
20161022:1156,233.01,27.21,9.59,4.29,0,,,20161022:1956,0
20161022:1256,141.39,25.61,10.83,4.41,0,,,20161022:2056,0
20161022:1356,124.92,21.56,11.06,4.27,0,,,20161022:2156,0
20161022:1456,109.54,15.52,11.3,4.13,0,,,20161022:2256,0
20161022:1556,56.65,8,11.54,3.99,0,,,20161022:2356,0
20161022:1656,0,0,10.39,3.67,0,,,20161023:0056,0
20161022:1756,0,0,9.25,3.35,0,,,20161023:0156,0
20161022:1856,0,0,8.1,3.03,0,,,20161023:0256,0
20161022:1956,0,0,7.57,3.19,0,,,20161023:0356,0
20161022:2056,0,0,7.05,3.35,0,,,20161023:0456,0
20161022:2156,0,0,6.53,3.5,0,,,20161023:0556,0
20161022:2256,0,0,6.6,3.55,0,,,20161023:0656,0
20161022:2356,0,0,6.67,3.6,0,,,20161023:0756,95.25
20161023:0056,0,0,6.74,3.66,0,,,20161023:0856,405.02
20161023:0156,0,0,6.44,3.69,0,,,20161023:0956,555.3
20161023:0256,0,0,6.14,3.72,0,,,20161023:1056,647.2
20161023:0356,0,0,5.84,3.75,0,,,20161023:1156,159.18
20161023:0456,0,0,6.13,4.13,0,,,20161023:1256,199.29
20161023:0556,0,0,6.41,4.51,0,,,20161023:1356,331.15
20161023:0656,0,0,6.69,4.88,0,,,20161023:1456,212.01
20161023:0756,95.25,9.42,7.09,5.38,0,,,20161023:1556,85
20161023:0856,405.02,16.65,7.49,5.88,0,,,20161023:1656,0
20161023:0956,555.3,22.29,7.89,6.37,0,,,20161023:1756,0
20161023:1056,647.2,25.83,8.64,6.67,0,,,20161023:1856,0
20161023:1156,159.18,26.86,9.39,6.96,0,,,20161023:1956,0
20161023:1256,199.29,25.26,10.15,7.26,0,,,20161023:2056,0
20161023:1356,331.15,21.22,10.29,7.14,0,,,20161023:2156,0
20161023:1456,212.01,15.19,10.43,7.02,0,,,20161023:2256,0
20161023:1556,85,7.68,10.57,6.9,0,,,20161023:2356,0
20161023:1656,0,0,9.69,6.39,0,,,20161024:0056,0
20161023:1756,0,0,8.8,5.88,0,,,20161024:0156,0
20161023:1856,0,0,7.92,5.37,0,,,20161024:0256,0
20161023:1956,0,0,7.61,5.21,0,,,20161024:0356,0
20161023:2056,0,0,7.3,5.06,0,,,20161024:0456,0
20161023:2156,0,0,7,4.91,0,,,20161024:0556,0
20161023:2256,0,0,7.02,4.82,0,,,20161024:0656,0.28
20161023:2356,0,0,7.03,4.74,0,,,20161024:0756,78.95
20161024:0056,0,0,7.05,4.65,0,,,20161024:0856,9.81
20161024:0156,0,0,7.19,4.85,0,,,20161024:0956,102.17
20161024:0256,0,0,7.32,5.05,0,,,20161024:1056,149.22
20161024:0356,0,0,7.46,5.26,0,,,20161024:1156,97.65
20161024:0456,0,0,7.44,5.21,0,,,20161024:1256,162.54
20161024:0556,0,0,7.42,5.17,0,,,20161024:1356,241.18
20161024:0656,0.28,0.83,7.39,5.13,0,,,20161024:1456,78.37
20161024:0756,78.95,9.14,7.71,5.19,0,,,20161024:1556,68.84
20161024:0856,9.81,16.34,8.02,5.24,0,,,20161024:1656,0
20161024:0956,102.17,21.96,8.33,5.3,0,,,20161024:1756,0
20161024:1056,149.22,25.48,9.26,5.24,0,,,20161024:1856,0
20161024:1156,97.65,26.51,10.19,5.18,0,,,20161024:1956,0
20161024:1256,162.54,24.91,11.12,5.12,0,,,20161024:2056,0
20161024:1356,241.18,20.88,11.3,4.78,0,,,20161024:2156,0
20161024:1456,78.37,14.87,11.49,4.45,0,,,20161024:2256,0
20161024:1556,68.84,7.38,11.67,4.11,0,,,20161024:2356,0
20161024:1656,0,0,11.03,3.68,0,,,20161025:0056,0
20161024:1756,0,0,10.39,3.25,0,,,20161025:0156,0
20161024:1856,0,0,9.75,2.81,0,,,20161025:0256,0
20161024:1956,0,0,9.39,2.78,0,,,20161025:0356,0
20161024:2056,0,0,9.03,2.75,0,,,20161025:0456,0
20161024:2156,0,0,8.67,2.72,0,,,20161025:0556,0
20161024:2256,0,0,8.41,2.39,0,,,20161025:0656,0
20161024:2356,0,0,8.14,2.06,0,,,20161025:0756,52.3
20161025:0056,0,0,7.88,1.74,0,,,20161025:0856,90.34
20161025:0156,0,0,7.61,1.92,0,,,20161025:0956,97.16
20161025:0256,0,0,7.33,2.1,0,,,20161025:1056,161.61
20161025:0356,0,0,7.06,2.28,0,,,20161025:1156,281.62
20161025:0456,0,0,7.02,2.36,0,,,20161025:1256,223.61
20161025:0556,0,0,6.98,2.45,0,,,20161025:1356,193
20161025:0656,0,0,6.93,2.54,0,,,20161025:1456,98.71
20161025:0756,52.3,8.85,7.55,2.54,0,,,20161025:1556,121.18
20161025:0856,90.34,16.04,8.16,2.55,0,,,20161025:1656,0
20161025:0956,97.16,21.64,8.77,2.55,0,,,20161025:1756,0
20161025:1056,161.61,25.14,9.68,2.52,0,,,20161025:1856,0
20161025:1156,281.62,26.16,10.59,2.5,0,,,20161025:1956,0
20161025:1256,223.61,24.56,11.5,2.47,0,,,20161025:2056,0
20161025:1356,193,20.55,12.04,2.26,0,,,20161025:2156,0
20161025:1456,98.71,14.55,12.59,2.05,0,,,20161025:2256,0
20161025:1556,121.18,7.08,13.13,1.83,0,,,20161025:2356,0
20161025:1656,0,0,12.07,1.83,0,,,20161026:0056,0
20161025:1756,0,0,11.02,1.83,0,,,20161026:0156,0
20161025:1856,0,0,9.96,1.83,0,,,20161026:0256,0
20161025:1956,0,0,9.81,2,0,,,20161026:0356,0
20161025:2056,0,0,9.66,2.16,0,,,20161026:0456,0
20161025:2156,0,0,9.51,2.32,0,,,20161026:0556,0
20161025:2256,0,0,9.55,2.55,0,,,20161026:0656,0
20161025:2356,0,0,9.58,2.79,0,,,20161026:0756,4.03
20161026:0056,0,0,9.62,3.02,0,,,20161026:0856,41.95
20161026:0156,0,0,9.51,3.02,0,,,20161026:0956,95.81
20161026:0256,0,0,9.41,3.01,0,,,20161026:1056,176.68
20161026:0356,0,0,9.3,3.01,0,,,20161026:1156,225.79
20161026:0456,0,0,9.39,3.09,0,,,20161026:1256,329.6
20161026:0556,0,0,9.47,3.17,0,,,20161026:1356,194.94
20161026:0656,0,0,9.55,3.26,0,,,20161026:1456,137.78
20161026:0756,4.03,8.57,9.82,3.57,0,,,20161026:1556,114.53
20161026:0856,41.95,15.74,10.09,3.89,0,,,20161026:1656,0
20161026:0956,95.81,21.32,10.35,4.21,0,,,20161026:1756,0
20161026:1056,176.68,24.81,11.19,4.69,0,,,20161026:1856,0
20161026:1156,225.79,25.82,12.02,5.17,0,,,20161026:1956,0
20161026:1256,329.6,24.22,12.86,5.66,0,,,20161026:2056,0
20161026:1356,194.94,20.22,13.21,5.32,0,,,20161026:2156,0
20161026:1456,137.78,14.24,13.57,4.98,0,,,20161026:2256,0
20161026:1556,114.53,6.78,13.92,4.65,0,,,20161026:2356,0
20161026:1656,0,0,13.03,4.16,0,,,20161027:0056,0
20161026:1756,0,0,12.14,3.67,0,,,20161027:0156,0
20161026:1856,0,0,11.25,3.19,0,,,20161027:0256,0
20161026:1956,0,0,10.55,3.03,0,,,20161027:0356,0
20161026:2056,0,0,9.85,2.88,0,,,20161027:0456,0
20161026:2156,0,0,9.16,2.73,0,,,20161027:0556,0
20161026:2256,0,0,8.82,2.8,0,,,20161027:0656,0
20161026:2356,0,0,8.49,2.87,0,,,20161027:0756,184.44
20161027:0056,0,0,8.15,2.94,0,,,20161027:0856,181.53
20161027:0156,0,0,7.92,2.99,0,,,20161027:0956,273.86
20161027:0256,0,0,7.69,3.05,0,,,20161027:1056,326.08
20161027:0356,0,0,7.46,3.1,0,,,20161027:1156,635.87
20161027:0456,0,0,7.48,3.32,0,,,20161027:1256,184.74
20161027:0556,0,0,7.5,3.54,0,,,20161027:1356,182.27
20161027:0656,0,0,7.52,3.75,0,,,20161027:1456,76.62
20161027:0756,184.44,8.29,8.3,4.18,0,,,20161027:1556,78.02
20161027:0856,181.53,15.44,9.07,4.61,0,,,20161027:1656,0
20161027:0956,273.86,21,9.84,5.03,0,,,20161027:1756,0
20161027:1056,326.08,24.47,10.83,5.6,0,,,20161027:1856,0
20161027:1156,635.87,25.48,11.82,6.17,0,,,20161027:1956,0
20161027:1256,184.74,23.88,12.81,6.74,0,,,20161027:2056,0
20161027:1356,182.27,19.89,12.82,6.74,0,,,20161027:2156,0
20161027:1456,76.62,13.93,12.84,6.74,0,,,20161027:2256,0
20161027:1556,78.02,6.48,12.85,6.74,0,,,20161027:2356,0
20161027:1656,0,0,12.47,6.46,0,,,20161028:0056,0
20161027:1756,0,0,12.09,6.17,0,,,20161028:0156,0
20161027:1856,0,0,11.71,5.89,0,,,20161028:0256,0
20161027:1956,0,0,11.51,5.93,0,,,20161028:0356,0
20161027:2056,0,0,11.32,5.96,0,,,20161028:0456,0
20161027:2156,0,0,11.13,6,0,,,20161028:0556,0
20161027:2256,0,0,11.25,5.77,0,,,20161028:0656,0
20161027:2356,0,0,11.38,5.55,0,,,20161028:0756,36.15
20161028:0056,0,0,11.5,5.32,0,,,20161028:0856,69.79
20161028:0156,0,0,11.24,5.43,0,,,20161028:0956,243.28
20161028:0256,0,0,10.99,5.53,0,,,20161028:1056,168.13
20161028:0356,0,0,10.73,5.63,0,,,20161028:1156,102.02
20161028:0456,0,0,10.97,5.41,0,,,20161028:1256,179.47
20161028:0556,0,0,11.21,5.2,0,,,20161028:1356,110.41
20161028:0656,0,0,11.44,4.98,0,,,20161028:1456,76.23
20161028:0756,36.15,8.01,11.82,4.94,0,,,20161028:1556,96.78
20161028:0856,69.79,15.14,12.19,4.91,0,,,20161028:1656,0
20161028:0956,243.28,20.68,12.57,4.87,0,,,20161028:1756,0
20161028:1056,168.13,24.14,13.24,4.69,0,,,20161028:1856,0
20161028:1156,102.02,25.14,13.9,4.5,0,,,20161028:1956,0
20161028:1256,179.47,23.55,14.57,4.32,0,,,20161028:2056,0
20161028:1356,110.41,19.57,14.66,3.97,0,,,20161028:2156,0
20161028:1456,76.23,13.62,14.76,3.63,0,,,20161028:2256,0
20161028:1556,96.78,6.19,14.86,3.28,0,,,20161028:2356,0
20161028:1656,0,0,14.36,2.71,0,,,20161029:0056,0
20161028:1756,0,0,13.86,2.13,0,,,20161029:0156,0
20161028:1856,0,0,13.36,1.56,0,,,20161029:0256,0
20161028:1956,0,0,13,1.45,0,,,20161029:0356,0
20161028:2056,0,0,12.64,1.35,0,,,20161029:0456,0
20161028:2156,0,0,12.28,1.24,0,,,20161029:0556,0
20161028:2256,0,0,12.08,1.17,0,,,20161029:0656,0
20161028:2356,0,0,11.87,1.09,0,,,20161029:0756,159.33
20161029:0056,0,0,11.67,1.02,0,,,20161029:0856,51.91
20161029:0156,0,0,11.47,1.03,0,,,20161029:0956,97.39
20161029:0256,0,0,11.28,1.05,0,,,20161029:1056,127.54
20161029:0356,0,0,11.08,1.06,0,,,20161029:1156,138.18
20161029:0456,0,0,11.06,1.1,0,,,20161029:1256,98.09
20161029:0556,0,0,11.03,1.14,0,,,20161029:1356,67.54
20161029:0656,0,0,11,1.17,0,,,20161029:1456,57.97
20161029:0756,159.33,7.74,11.34,0.91,0,,,20161029:1556,93.4
20161029:0856,51.91,14.85,11.67,0.64,0,,,20161029:1656,0
20161029:0956,97.39,20.37,12,0.37,0,,,20161029:1756,0
20161029:1056,127.54,23.81,12.82,1.12,0,,,20161029:1856,0
20161029:1156,138.18,24.8,13.64,1.87,0,,,20161029:1956,0
20161029:1256,98.09,23.22,14.46,2.62,0,,,20161029:2056,0
20161029:1356,67.54,19.26,14.43,2.63,0,,,20161029:2156,0
20161029:1456,57.97,13.32,14.4,2.65,0,,,20161029:2256,0
20161029:1556,93.4,5.91,14.37,2.66,0,,,20161029:2356,0
20161029:1656,0,0,13.69,2.22,0,,,20161030:0056,0
20161029:1756,0,0,13.02,1.77,0,,,20161030:0156,0
20161029:1856,0,0,12.34,1.32,0,,,20161030:0256,0
20161029:1956,0,0,11.76,1.44,0,,,20161030:0356,0
20161029:2056,0,0,11.18,1.56,0,,,20161030:0456,0
20161029:2156,0,0,10.61,1.68,0,,,20161030:0556,0
20161029:2256,0,0,10.66,1.54,0,,,20161030:0656,0
20161029:2356,0,0,10.72,1.4,0,,,20161030:0756,22.24
20161030:0056,0,0,10.77,1.26,0,,,20161030:0856,46.62
20161030:0156,0,0,10.24,1.4,0,,,20161030:0956,170.61
20161030:0256,0,0,9.72,1.54,0,,,20161030:1056,123.52
20161030:0356,0,0,9.19,1.68,0,,,20161030:1156,117.45
20161030:0456,0,0,9.39,1.62,0,,,20161030:1256,168.13
20161030:0556,0,0,9.59,1.55,0,,,20161030:1356,101.45
20161030:0656,0,0,9.78,1.49,0,,,20161030:1456,50.46
20161030:0756,22.24,7.46,9.89,1.58,0,,,20161030:1556,17.52
20161030:0856,46.62,14.55,9.99,1.66,0,,,20161030:1656,0
20161030:0956,170.61,20.06,10.09,1.75,0,,,20161030:1756,0
20161030:1056,123.52,23.49,10.64,1.69,0,,,20161030:1856,0
20161030:1156,117.45,24.47,11.19,1.63,0,,,20161030:1956,0
20161030:1256,168.13,22.9,11.75,1.57,0,,,20161030:2056,0
20161030:1356,101.45,18.94,11.89,1.89,0,,,20161030:2156,0
20161030:1456,50.46,13.03,12.04,2.22,0,,,20161030:2256,0
20161030:1556,17.52,5.63,12.18,2.54,0,,,20161030:2356,0
20161030:1656,0,0,11.63,2.29,0,,,20161031:0056,0
20161030:1756,0,0,11.09,2.03,0,,,20161031:0156,0
20161030:1856,0,0,10.54,1.78,0,,,20161031:0256,0
20161030:1956,0,0,10.08,1.82,0,,,20161031:0356,0
20161030:2056,0,0,9.62,1.85,0,,,20161031:0456,0
20161030:2156,0,0,9.16,1.89,0,,,20161031:0556,0
20161030:2256,0,0,8.91,1.84,0,,,20161031:0656,0
20161030:2356,0,0,8.65,1.79,0,,,20161031:0756,59.28
20161031:0056,0,0,8.4,1.74,0,,,20161031:0856,165.25
20161031:0156,0,0,8.12,1.75,0,,,20161031:0956,147.39
20161031:0256,0,0,7.85,1.77,0,,,20161031:1056,264.11
20161031:0356,0,0,7.57,1.78,0,,,20161031:1156,372.83
20161031:0456,0,0,7.33,1.81,0,,,20161031:1256,553.85
20161031:0556,0,0,7.09,1.83,0,,,20161031:1356,442.15
20161031:0656,0,0,6.85,1.86,0,,,20161031:1456,231.65
20161031:0756,59.28,7.18,7.63,2.14,0,,,20161031:1556,65.62
20161031:0856,165.25,14.26,8.4,2.41,0,,,20161031:1656,0
20161031:0956,147.39,19.75,9.18,2.69,0,,,20161031:1756,0
20161031:1056,264.11,23.16,10.72,2.31,0,,,20161031:1856,0
20161031:1156,372.83,24.15,12.26,1.94,0,,,20161031:1956,0
20161031:1256,553.85,22.57,13.81,1.56,0,,,20161031:2056,0
20161031:1356,442.15,18.63,14.25,1.52,0,,,20161031:2156,0
20161031:1456,231.65,12.73,14.7,1.49,0,,,20161031:2256,0
20161031:1556,65.62,5.35,15.15,1.45,0,,,20161031:2356,0
20161031:1656,0,0,13.2,1.89,0,,,20161101:0056,0
20161031:1756,0,0,11.24,2.34,0,,,20161101:0156,0
20161031:1856,0,0,9.29,2.79,0,,,20161101:0256,0
20161031:1956,0,0,8.64,2.55,0,,,20161101:0356,0
20161031:2056,0,0,7.99,2.32,0,,,20161101:0456,0
20161031:2156,0,0,7.34,2.08,0,,,20161101:0556,0
20161031:2256,0,0,7.3,1.62,0,,,20161101:0656,0
20161031:2356,0,0,7.27,1.16,0,,,20161101:0756,52.49
20161101:0056,0,0,7.23,0.7,0,,,20161101:0856,56.88
20161101:0156,0,0,6.62,0.98,0,,,20161101:0956,47.54
20161101:0256,0,0,6.01,1.26,0,,,20161101:1056,14.62
20161101:0356,0,0,5.41,1.54,0,,,20161101:1156,34.48
20161101:0456,0,0,5.64,1.78,0,,,20161101:1256,58.41
20161101:0556,0,0,5.88,2.01,0,,,20161101:1356,10.63
20161101:0656,0,0,6.11,2.25,0,,,20161101:1456,6.17
20161101:0756,52.49,6.91,6.86,2.8,0,,,20161101:1556,2.28
20161101:0856,56.88,13.97,7.61,3.35,0,,,20161101:1656,0
20161101:0956,47.54,19.44,8.36,3.9,0,,,20161101:1756,0
20161101:1056,14.62,22.84,9.16,4.42,0,,,20161101:1856,0
20161101:1156,34.48,23.82,9.95,4.94,0,,,20161101:1956,0
20161101:1256,58.41,22.26,10.75,5.46,0,,,20161101:2056,0
20161101:1356,10.63,18.33,10.4,5.08,0,,,20161101:2156,0
20161101:1456,6.17,12.45,10.05,4.7,0,,,20161101:2256,0
20161101:1556,2.28,5.08,9.7,4.32,0,,,20161101:2356,0
20161101:1656,0,0,9.25,4.2,0,,,20161102:0056,0
20161101:1756,0,0,8.8,4.08,0,,,20161102:0156,0
20161101:1856,0,0,8.34,3.96,0,,,20161102:0256,0
20161101:1956,0,0,7.81,3.66,0,,,20161102:0356,0
20161101:2056,0,0,7.28,3.35,0,,,20161102:0456,0
20161101:2156,0,0,6.75,3.05,0,,,20161102:0556,0
20161101:2256,0,0,6.38,3.18,0,,,20161102:0656,0
20161101:2356,0,0,6.01,3.31,0,,,20161102:0756,150.37
20161102:0056,0,0,5.64,3.45,0,,,20161102:0856,349.44
20161102:0156,0,0,4.98,3.08,0,,,20161102:0956,501.17
20161102:0256,0,0,4.32,2.71,0,,,20161102:1056,592.52
20161102:0356,0,0,3.66,2.34,0,,,20161102:1156,612.96
20161102:0456,0,0,3.39,2.58,0,,,20161102:1256,562.48
20161102:0556,0,0,3.13,2.82,0,,,20161102:1356,400.17
20161102:0656,0,0,2.86,3.06,0,,,20161102:1456,230.82
20161102:0756,150.37,6.64,3.55,3.56,0,,,20161102:1556,109.19
20161102:0856,349.44,13.68,4.23,4.06,0,,,20161102:1656,0
20161102:0956,501.17,19.13,4.92,4.55,0,,,20161102:1756,0
20161102:1056,592.52,22.53,6.22,4.52,0,,,20161102:1856,0
20161102:1156,612.96,23.5,7.53,4.49,0,,,20161102:1956,0
20161102:1256,562.48,21.94,8.83,4.46,0,,,20161102:2056,0
20161102:1356,400.17,18.03,8.8,4.09,0,,,20161102:2156,0
20161102:1456,230.82,12.16,8.78,3.72,0,,,20161102:2256,0
20161102:1556,109.19,4.82,8.76,3.35,0,,,20161102:2356,0
20161102:1656,0,0,7.14,3.18,0,,,20161103:0056,0
20161102:1756,0,0,5.53,3,0,,,20161103:0156,0
20161102:1856,0,0,3.91,2.83,0,,,20161103:0256,0
20161102:1956,0,0,3.35,2.73,0,,,20161103:0356,0
20161102:2056,0,0,2.8,2.63,0,,,20161103:0456,0
20161102:2156,0,0,2.24,2.52,0,,,20161103:0556,0
20161102:2256,0,0,2,2.22,0,,,20161103:0656,0
20161102:2356,0,0,1.76,1.92,0,,,20161103:0756,84.28
20161103:0056,0,0,1.52,1.61,0,,,20161103:0856,249.57
20161103:0156,0,0,0.87,1.57,0,,,20161103:0956,447.66
20161103:0256,0,0,0.22,1.53,0,,,20161103:1056,541.28
20161103:0356,0,0,-0.42,1.49,0,,,20161103:1156,381.38
20161103:0456,0,0,-0.18,1.54,0,,,20161103:1256,513.23
20161103:0556,0,0,0.07,1.58,0,,,20161103:1356,387.49
20161103:0656,0,0,0.31,1.63,0,,,20161103:1456,221.54
20161103:0756,84.28,6.36,1.29,2.29,0,,,20161103:1556,53.71
20161103:0856,249.57,13.39,2.28,2.96,0,,,20161103:1656,0
20161103:0956,447.66,18.83,3.26,3.63,0,,,20161103:1756,0
20161103:1056,541.28,22.21,4.86,3.69,0,,,20161103:1856,0
20161103:1156,381.38,23.19,6.46,3.75,0,,,20161103:1956,0
20161103:1256,513.23,21.63,8.06,3.81,0,,,20161103:2056,0
20161103:1356,387.49,17.74,8.22,3.83,0,,,20161103:2156,0
20161103:1456,221.54,11.89,8.39,3.85,0,,,20161103:2256,0
20161103:1556,53.71,4.56,8.56,3.88,0,,,20161103:2356,0
20161103:1656,0,0,8.07,3.74,0,,,20161104:0056,0
20161103:1756,0,0,7.58,3.6,0,,,20161104:0156,0
20161103:1856,0,0,7.09,3.46,0,,,20161104:0256,0
20161103:1956,0,0,6.85,3.51,0,,,20161104:0356,0
20161103:2056,0,0,6.62,3.56,0,,,20161104:0456,0
20161103:2156,0,0,6.38,3.61,0,,,20161104:0556,0
20161103:2256,0,0,6.44,3.59,0,,,20161104:0656,0
20161103:2356,0,0,6.5,3.56,0,,,20161104:0756,39.9
20161104:0056,0,0,6.56,3.53,0,,,20161104:0856,6.8
20161104:0156,0,0,6.3,3.44,0,,,20161104:0956,40.06
20161104:0256,0,0,6.04,3.35,0,,,20161104:1056,112.38
20161104:0356,0,0,5.79,3.26,0,,,20161104:1156,111.36
20161104:0456,0,0,5.71,3.34,0,,,20161104:1256,47.97
20161104:0556,0,0,5.64,3.42,0,,,20161104:1356,51.57
20161104:0656,0,0,5.56,3.5,0,,,20161104:1456,67.54
20161104:0756,39.9,6.09,6.03,3.6,0,,,20161104:1556,21.95
20161104:0856,6.8,13.11,6.51,3.7,0,,,20161104:1656,0
20161104:0956,40.06,18.53,6.98,3.79,0,,,20161104:1756,0
20161104:1056,112.38,21.91,7.47,3.41,0,,,20161104:1856,0
20161104:1156,111.36,22.88,7.96,3.03,0,,,20161104:1956,0
20161104:1256,47.97,21.33,8.45,2.65,0,,,20161104:2056,0
20161104:1356,51.57,17.45,8.26,2.63,0,,,20161104:2156,0
20161104:1456,67.54,11.62,8.08,2.62,0,,,20161104:2256,0
20161104:1556,21.95,4.3,7.89,2.61,0,,,20161104:2356,0
20161104:1656,0,0,7.05,2.52,0,,,20161105:0056,0
20161104:1756,0,0,6.2,2.43,0,,,20161105:0156,0
20161104:1856,0,0,5.35,2.34,0,,,20161105:0256,0
20161104:1956,0,0,4.85,2.48,0,,,20161105:0356,0
20161104:2056,0,0,4.35,2.61,0,,,20161105:0456,0
20161104:2156,0,0,3.85,2.74,0,,,20161105:0556,0
20161104:2256,0,0,3.44,2.78,0,,,20161105:0656,0
20161104:2356,0,0,3.04,2.82,0,,,20161105:0756,128.27
20161105:0056,0,0,2.64,2.86,0,,,20161105:0856,88.89
20161105:0156,0,0,2.52,2.93,0,,,20161105:0956,420.9
20161105:0256,0,0,2.39,3.01,0,,,20161105:1056,521.05
20161105:0356,0,0,2.27,3.09,0,,,20161105:1156,270.91
20161105:0456,0,0,2.3,3.39,0,,,20161105:1256,110.63
20161105:0556,0,0,2.34,3.7,0,,,20161105:1356,63.46
20161105:0656,0,0,2.37,4,0,,,20161105:1456,184.47
20161105:0756,128.27,5.83,3.03,4.76,0,,,20161105:1556,28.51
20161105:0856,88.89,12.83,3.69,5.53,0,,,20161105:1656,0
20161105:0956,420.9,18.24,4.35,6.29,0,,,20161105:1756,0
20161105:1056,521.05,21.6,4.92,6.66,0,,,20161105:1856,0
20161105:1156,270.91,22.57,5.48,7.03,0,,,20161105:1956,0
20161105:1256,110.63,21.03,6.05,7.39,0,,,20161105:2056,0
20161105:1356,63.46,17.16,6.3,7.33,0,,,20161105:2156,0
20161105:1456,184.47,11.35,6.55,7.26,0,,,20161105:2256,0
20161105:1556,28.51,4.05,6.8,7.2,0,,,20161105:2356,0
20161105:1656,0,0,5.9,6.63,0,,,20161106:0056,0
20161105:1756,0,0,5,6.05,0,,,20161106:0156,0
20161105:1856,0,0,4.1,5.48,0,,,20161106:0256,0
20161105:1956,0,0,3.61,5.4,0,,,20161106:0356,0
20161105:2056,0,0,3.11,5.33,0,,,20161106:0456,0
20161105:2156,0,0,2.62,5.26,0,,,20161106:0556,0
20161105:2256,0,0,2.48,5.19,0,,,20161106:0656,0
20161105:2356,0,0,2.35,5.12,0,,,20161106:0756,122.7
20161106:0056,0,0,2.22,5.05,0,,,20161106:0856,330.74
20161106:0156,0,0,1.87,5,0,,,20161106:0956,484.14
20161106:0256,0,0,1.52,4.96,0,,,20161106:1056,570.85
20161106:0356,0,0,1.17,4.91,0,,,20161106:1156,86.09
20161106:0456,0,0,1.14,4.97,0,,,20161106:1256,136.79
20161106:0556,0,0,1.12,5.03,0,,,20161106:1356,76.89
20161106:0656,0,0,1.1,5.09,0,,,20161106:1456,52.64
20161106:0756,122.7,5.56,1.72,5.51,0,,,20161106:1556,1.75
20161106:0856,330.74,12.55,2.34,5.93,0,,,20161106:1656,0
20161106:0956,484.14,17.94,2.96,6.34,0,,,20161106:1756,0
20161106:1056,570.85,21.3,4.16,6.98,0,,,20161106:1856,0
20161106:1156,86.09,22.27,5.35,7.62,0,,,20161106:1956,0
20161106:1256,136.79,20.74,6.55,8.26,0,,,20161106:2056,0
20161106:1356,76.89,16.88,6.29,7.47,0,,,20161106:2156,0
20161106:1456,52.64,11.09,6.03,6.68,0,,,20161106:2256,0
20161106:1556,1.75,3.81,5.78,5.89,0,,,20161106:2356,0
20161106:1656,0,0,5.22,6.23,0,,,20161107:0056,0
20161106:1756,0,0,4.67,6.57,0,,,20161107:0156,0
20161106:1856,0,0,4.12,6.91,0,,,20161107:0256,0
20161106:1956,0,0,3.97,7.15,0,,,20161107:0356,0
20161106:2056,0,0,3.82,7.4,0,,,20161107:0456,0
20161106:2156,0,0,3.67,7.64,0,,,20161107:0556,0
20161106:2256,0,0,3.85,7.92,0,,,20161107:0656,0
20161106:2356,0,0,4.03,8.19,0,,,20161107:0756,112.79
20161107:0056,0,0,4.22,8.47,0,,,20161107:0856,319.38
20161107:0156,0,0,4.1,8.43,0,,,20161107:0956,471.71
20161107:0256,0,0,3.98,8.39,0,,,20161107:1056,563.57
20161107:0356,0,0,3.86,8.34,0,,,20161107:1156,584.28
20161107:0456,0,0,3.8,8.28,0,,,20161107:1256,534.18
20161107:0556,0,0,3.74,8.22,0,,,20161107:1356,298.21
20161107:0656,0,0,3.68,8.15,0,,,20161107:1456,251.68
20161107:0756,112.79,5.3,3.81,8.06,0,,,20161107:1556,52.22
20161107:0856,319.38,12.27,3.94,7.98,0,,,20161107:1656,0
20161107:0956,471.71,17.65,4.07,7.89,0,,,20161107:1756,0
20161107:1056,563.57,21,4.71,7.86,0,,,20161107:1856,0
20161107:1156,584.28,21.97,5.36,7.83,0,,,20161107:1956,0
20161107:1256,534.18,20.45,6,7.79,0,,,20161107:2056,0
20161107:1356,298.21,16.61,6.08,7,0,,,20161107:2156,0
20161107:1456,251.68,10.83,6.16,6.21,0,,,20161107:2256,0
20161107:1556,52.22,3.57,6.24,5.42,0,,,20161107:2356,0
20161107:1656,0,0,5.1,4.75,0,,,20161108:0056,0
